	Job_title	Company	Location	Raw JobID	Date Posted	JobID	Link	Job Description
768	            H2B SEAFOOD PROCESSOR - FLOATER	        Trident Seafoods Corporation	Akutan, AK	jl_8cbf6efa2e6876a4	30+ days ago	8cbf6efa2e6876a4	https://www.indeed.com/viewjob?jk=8cbf6efa2e6876a4	"Job Summary: Processes seafood product by performing the following duties:Essential Functions:Cleans, scraps, trims and fillets product.Opens and removes raw materials and places on belts.Segregates product on conveyor belt or table according to grade, color, and size, and places product in containers or on designated conveyors.Discards cull (inferior or defective) items and foreign matter.Packs product in boxes, barrels, baskets, cans, totes or crates for storage or shipment.Operates machine(s) to move live or packed seafood from place to place.Reviews workspace for cleanliness and safety.Additional Responsibilities:Performs other similar or related or unrelated duties as requested or assigned.RequirementsOrganizational Core Competencies:Customer Focus:Establishes and maintains effective and positive relationship with internal and external customers. Acts with customers in mind, and values the importance of providing high-quality customer service.Integrity & Trust:Sets an example by consistently modeling high standards of honesty and integrity. Is widely trusted and is seen as a direct, truthful individual who presents information in an appropriate and helpful manner. Maintains a reputation for honesty, confidentiality, reliability and fairness. Is willing to admit mistakes, and doesn’t misrepresent him/her self for personal gain.Getting Results (""Can Do"" Spirit):Performs work with energy and drive.Creativity & Innovation:Injects originality into daily work and generates many new and unique ideas. Thinks ""outside the box"" and is seen as original and value-added in brainstorming ideas. Creates competitive and breakthrough solutions.Collaboration:Collaborates positively to achieve team and company objectives. Works effectively within a diverse environment. Builds strong relationships with fellow employees, helping to support a contribution to overall company success.Minimum Qualifications:Experience:No experience in this particular field is necessary, but a reliable work history is required. Experience working in food production preferred.Education:No prior experience or training.Special Training/Skills:Ability to read a limited number of two- and three-syllable words and to recognize similarities and differences between words and between series of numbers. Ability to print and speak simple sentence. Ability to add and subtract two digit numbers and to multiply and divide with 10's and 100's. Ability to perform these operations using units of American money and weight measurement, volume, and distance.Work Environment:While performing the duties of this Job, the employee is regularly exposed to wet and/or humid conditions and moving mechanical parts. The employee is frequently exposed to extreme cold. The employee is occasionally exposed to high, precarious places; fumes or airborne particles; toxic or caustic chemicals; outside weather conditions; risk of electrical shock and vibration. The noise level in the work environment is usually loud. May be required to distinguish shades of color to identify abnormalities and/or defects in food products.Physical Demands:While performing the duties of this job, the employee is regularly required to stand; walk; use hands to finger, handle, or feel and reach with hands and arms. The employee is occasionally required to sit; climb or balance; stoop, kneel, crouch, or crawl and talk or hear. The employee must regularly lift and /or move up to 10 pounds, frequently lift and/or move up to 25 pounds and occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include distance vision and depth perception.Mental Activities:While performing the duties of this job, the employee is regularly required to use teamwork skills. The employee will occasionally use interpersonal and customer service skills. The employee will occasionally perform basic math and read, speak and write English. The employee will frequently need to understand English.Trident Seafoods is an Equal Opportunity Employer – Affirmative Action: Minority, Female, Disability, Veteran"
771	            Graduate Internship-(Year Round) Geospatial Data	        National Renewable Energy Laboratory	Golden, CO 80401	jl_5360c8bf404b56b5	30+ days ago	5360c8bf404b56b5	https://www.indeed.com/viewjob?jk=5360c8bf404b56b5	Posting TitleGraduate Internship-(Year Round) Geospatial Data.LocationCO - Golden.Position TypeIntern (Fixed Term).Hours Per Week40.Job DescriptionThe Geospatial Data Science team in NREL’s Strategic Energy Analysis Center has an immediate opening for a Geospatial Data Science intern to support a cross-disciplinary research project in analysis and visualization of spatial and temporal data to help solve real-world energy system design problems. This position will focus on supporting a variety of staff with data manipulation, geospatial coding and analysis for a variety of clients both within NREL and external to the laboratory. The successful candidate will help to develop data and support analysis to solve problems that are inherently spatiotemporal in resource availability, energy distribution networks, and energy demand scenarios. Duties will include:Manipulating multiple data sources, models, and software tools with scientific and engineering workflows for decision support and data analysis. These workflows may include the use of distributed computing and utilization of both cloud and high-performance parallel computing (HPC) resources.Programming and scripting in Python and/or Javascript.Basic cartography and information design, under the guidance of senior cartographers.Supporting to the geospatial application development team through basic web development and data processing.The NREL Geospatial Data Science team ( www.nrel.gov/gis ) is the pre-eminent geospatial team working in renewable energy research today. Our cutting-edge research supports diverse programs across NREL and beyond and is advancing renewable energy solutions at local to global scale. Join our team as we develop the science placing renewable energy on the map.Preferred Qualifications:Pursuing or recently completed a Bachelor's degree in Geography/GIS, Computer/Data Science or a related fieldCritical thinking skills; analytic and research skills; written and verbal communication skillsAbility to work within a dynamically evolving digital environment as a member of collaborative and often-dispersed teamProficiency and experience with geospatial analysis and modeling techniques using open-source tools is preferred; ESRI-based analysis skills are not required nor preferred.Strong programming skills in Python and/or Javascript is preferred..Basic QualificationsMust be enrolled as a full-time student in a degree granting program, or graduated in the past 12 months from an accredited institution. Internship period cannot exceed 12 months past graduation. Minimum of a 3.0 cumulative grade point average. Please Note: You will need to upload unofficial transcripts and a letter of recommendation as part of the application process..Additional QualificationsPreferred QualificationsPreferred Qualifications Include:Programming experience in Python.Knowledge of Postgres/PostGIS..Submission GuidelinesPlease note that in order to be considered an applicant for any position at NREL you must submit an application form for each position for which you believe you are qualified. Applications are not kept on file for future positions. Please include a cover letter and resume with each position application..EEO PolicyNREL is dedicated to the principles of equal employment opportunity. NREL promotes a work environment that does not discriminate against workers or job applicants and prohibits unlawful discrimination on the basis of race, color, religion, sex, national origin, disability, age, marital status, ancestry, actual or perceived sexual orientation, or veteran status, including special disabled veterans.NREL validates right to work using E-Verify. NREL will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization.
777	            Analyst, Project Finance - Safari Energy ( A PPL Company )	        PPL Corporation	New York, NY	jl_7b217a3d86ccdc9c	30+ days ago	7b217a3d86ccdc9c	https://www.indeed.com/viewjob?jk=7b217a3d86ccdc9c	Safari Energy has an exciting opportunity for a collaborative, highly-energetic and results-driven professional to join our team! As an important contributor within a fast-paced, early stage company environment, this hands-on position requires a high attention to detail, superior communication skills, and the ability to work within a cross-functional team of professionals. The ideal candidate will demonstrate an entrepreneurial passion for renewable energy development and a desire to work with clients to transform the way they procure energy.Reporting to the SVP of Project Finance, the Project Finance Analyst will drive the financial modeling and presentation development for large solar portfolio clients, assisting the business development team. Additionally, the Analyst will support the SVP and VP of Finance on project finance transactions with banks and equity and tax equity investors. This is a hands-on position which will require a high attention to detail and rigorous financial modeling. The Project Finance Analyst will possess a strong desire to support the growing finance and business development efforts for a rapidly growing company.Primary ResponsibilitiesLead the financial analysis and customer presentation processInterface with the Operations team on all structural and technical aspects of solar projectsInterface with Finance professionals to develop and structure customer-specific financing solutionsResearch federal and state photovoltaic incentive programs for incorporation into analyses and identification of new business opportunitiesInterface with customers to assist in presenting detailed analyses and ongoing client supportDevelop, build, and maintain financial models for internal analysis and client presentationsCandidate QualificationsCandidates must meet the basic qualifications and pass all required tests or assessments to receive consideration. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility form upon hire.Basic QualificationsBachelor’s degree in business, finance, or related fieldMinimum 0-2 years project finance experience with a developer / investment firm in the renewable energy space OR investment banking experience preferably in real estate, infrastructure, power/energy/utilitiesProficiency in building financial models using thoughtful assumptionsProficiency in Microsoft Office (Excel, Outlook, PowerPoint, Word)Preferred QualificationsStrong organizational and people skillsUnderstanding of corporate finance, valuation, and financial accountingFlexible and adaptable with value of high performanceProven ability to effectively work on teams to support energy, infrastructure or real estate projectsEqual Employment OpportunityOur company is an equal opportunity, affirmative action employer dedicated to diversity and the strength it brings to the workplace. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, national origin, protected veteran status, sexual orientation, gender identify, genetic information, disability status, or any other protected characteristic.
780	            Device Scientist	        Global Solar Energy (GSE)	Tucson, AZ	jl_5c45b1820f1ccd3b	30+ days ago	5c45b1820f1ccd3b	https://www.indeed.com/viewjob?jk=5c45b1820f1ccd3b	Global Solar Energy is seeking a device scientist for developing and manufacturing thin film solar modules in Tucson, AZ. Our CIGS-based thin film is used to produce high efficiency flexible modules for GSE commercial products and to supply OEMs.Position-Related Responsibilities:Provide technical leadership in efficiency loss mechanism analysis of solar cell devices/modules.Propose practical solutions for efficiency losses and oversee implementation of solutions.Electrical, electro-optical characterization and simulation of solar cells, sub-modules, and completed solar modules.Utilizes a broad suite of optical and electrical characterization methods and interprets results delivering direction for further development.Coordinate with process engineering and product engineering to evaluate and qualify new process technologies and their integration to enhance solar cell performance.Identifies needs and establishes solutions for new characterization techniques in support of specific development or manufacturing programs.Knowledge, Skills, Abilities, and Experience:Masters or Ph.D. in. Solid State Physics, Electrical Engineering or Materials Science. Thorough understanding of solar cell device physics and modeling is required. Thin film PV experience is preferred.2+ years experience in device Integration of solar cells and modules in high volume manufacture or related manufacturing industry.Expertise in photovoltaic metrology tools and analytical techniques such as PL, EL, IR, QE, XRF etc.Experience characterizing thin films and semiconductor material interfaces.Extensive skill in utilizing and developing advanced numerical data analysis and modeling capability is expected.Outstanding writing and verbal skills.Outstanding collaborative skills; Strong ability to work with a multidisciplinary team for process developmentAll employees are expected and required to adhere to the Company Code of Ethics and Principles of Conduct.
792	            Process Engineer	        Johns Manville	Brunswick, GA 31520	jl_91f9e90b6b313252	5 hours ago	91f9e90b6b313252	https://www.indeed.com/viewjob?jk=91f9e90b6b313252	The purpose of the Process Engineer's role will be to provide technical leadership to operate a major asset at target regarding output, usage of material and energy by meeting the product specifications. To achieve that goal, the Process Engineer needs to establish a process of data collection, auditing and preventive maintenance which allows the identification of deviations quickly and suggests the implementation of corrective measures. RCCA analysis, 5 time Why and the JM Solve-It method or Keppner / Tregoe, a 6 Sigma approach should be applied where needed. Furthermore, the Process Engineer will be responsible for addressing improvements in process efficiency, product quality, and the cost of poor quality for the process, leading process optimization. Together with the electrical engineers, process control architecture will be developed and tuned. In collaboration with the specialists at JMTC, process modeling systems get developed and implemented to further optimize the efficiency of the operations. Based on performance analysis, raw material specifications will be reviewed on a regular frequency and potentially adjusted to drive the expected performance improvement.Responsibilities:Perform continuous analysis identifying areas for improvement and corrective actions.Develop standard control processes and standard operating procedures.Defines the process set points for all different product types and creates the associated management tools (e.g. set up sheets in MII, SOP's ...)Actively support improvement of safety performance by encouraging safe behaviors of the team and engaging in the process to improve the JM safety cultureCreate and maintain knowledge of latest technologies and evaluate for use in current process and future processesWork closely with internal and external resources to resolve technical issues. Shares learnings and findings in a proactive way in the technical community and potentially participates in the JM COE'sWork with multiple operations / functions to identify process improvement opportunitiesProvide leadership for process redesign efforts e.g. during rebuilds or major investment projects.Lead multiple projects and process optimizations in a manufacturing operationProvide on-site support during construction and startup to enhance in-plant resource capabilitiesMay be required to perform other related duties as assignedRequirements: (education, skills and abilities)Bachelor's degree in engineering or related science with a minimum of 3 years of experience in industrial continuous process manufacturing either as a process or design engineer and 2 years troubleshooting on manufacturing processesProven track record of identifying and implementing process improvements (Solid/Expert)Demonstrated problem solving skills including complex data analysis (Solid)Successful history of innovation and adaptability (Solid)Solid project management skillsDemonstrated ability to effectively manage multiple projects and prioritize tasks (Solid)Proven results orientation including the ability to lead key projects to successful completion (Solid/Expert)Experience with DOE for process improvementSolid interpersonal, verbal and written communication skillsAbility to work independently and in a team environment (Solid)Ability to set and communicate expectations to team members (Solid)Demonstrated collaboration skills including the ability to interact with a broad range of employees (Solid)Proven ability to make timely decisions (Solid/Expert)Proficient in Microsoft Word, Excel, PowerPoint, Outlook (Solid)Strong leadership skills (Solid)Proven analytical and quality improvement ability (Solid)Ability to interface at all levels of the organization, both internally and externally (Solid)Supervises/Leads individuals or a project team to achieve milestones and objectives by setting priorities and providing direction.Work environment is typical of a manufacturing facility: May be exposed to environmental conditions of cold, heat, high noise levels, moving mechanical parts, heights, dust/mist/gas/fumes, extensive walking or climbing, etc.Incumbent must be physically able to perform essential job functions. Reasonable accommodations may be made to enable individuals with disabilities to perform essential job functions.
798	Energy Consultants	        Sargent & Lundy	Chicago, IL 60603 (Loop area)	jl_60e8a63cb21a1392	30+ days ago	60e8a63cb21a1392	https://www.indeed.com/viewjob?jk=60e8a63cb21a1392	We have a unique and exciting opportunity to grow our Consulting group by adding a full-time Energy Consultant.ResponsibilitiesSargent & Lundy is one of the most experienced and largest power industry engineering and consulting firms. This position in Sargent & Lundy’s Consulting group will require you to execute work associated with the development, financing, and execution of power generation projects. This position is being added to support continued growth of the Sargent & Lundy Consulting group, which regularly provides technical and financial due diligence, asset transaction support, project development services, and owner’s engineering services. This position will require a great deal of face-to-face interaction with power plant developers and financial institutions during the execution of consulting services work for the firm.QualificationsWe do not sponsor employees for work authorization in the U.S. for this position.This position requires someone who has a Bachelor's degree in an engineering discipline from an ABET accredited program. A Master’s degree in a business (e.g., MBA) or engineering discipline is a plus.In order to qualify, it is essential that you have two or more years of experience in the power industry, including:Independent engineering experience for power projects and/or experience in development of power projects;Experience with multiple power generation technologies (i.e., thermal, renewables, etc.);Experience in project finance or financial modeling of power projects is a plus;Experience with owner’s engineering activities during power project execution is a plus.Also, extremely important are:Excellent verbal/written communication skills.Experience writing technical reports and proposals.Solid interpersonal skills and ability to work with and guide others.Project planning and leadership skills..
813	            Analyst - Chemicals Market, Energy Insights	        McKinsey & Company	Houston, TX 77075 (Southeast area)	jl_729814512006b30e	26 days ago	729814512006b30e	https://www.indeed.com/viewjob?jk=729814512006b30e	QualificationsBachelor or Advanced degree in Chemistry or Chemical Engineer1-4 years of experience in the Chemicals industry, ideally in a technical or market analysis roleModeling capability using Excel and experience managing large datasets with databasesDistinctive analytical and quantitative skillsBackground in consulting, strategy, and/or research a plusProven record of leadership in a work setting and/or through extracurricular activitiesAbility to work collaboratively in a team environmentAbility to communicate complex ideas effectively - both verbally and in writingWho You'll Work WithYou’ll work with our Energy Insights team in Houston. Energy Insights, a specialist data and analytics unit, provides distinctive analysis, insights, and support to energy players. We offer services along the oil and gas value chain, including exploration and production, refining and marketing, natural gas, trading and oil field services, and equipment.Energy Insights’ dedicated specialists apply proprietary tools and methodologies and a data-driven approach. With our strong ties with McKinsey’s oil and gas consulting practice and access to the expertise of the wider McKinsey network, our research and analysis yield knowledge available nowhere else.This role fosters innovation driven by analytics, design thinking, mobile and social by developing new products/services and integrating them into our client work. It is helping to shift our model toward asset-based consulting and is a foundation for – and expands our investment in – our entrepreneurial culture. Through innovative software as a service solutions, strategic acquisitions, and a vibrant ecosystem of alliances, we are redefining what it means to work with McKinsey.What You'll DoYou will work in teams to solve some of the most pressing and complex issues at clients, as well as support the development of new proprietary market perspectives for an array of Chemical industry value chains.You will work in teams of typically 3-5 consultants, playing an active role in all aspects of the client engagement. This includes gathering and analyzing information, formulating and testing hypotheses, and developing communication and recommendations. You’ll also present results to client management and implement recommendations in collaboration with client team members.You will contribute to McKinsey’s industry knowledge by staying up to date with the latest in the Chemicals industry and you will contribute to proprietary models and analyses. This includes gather the information necessary to develop these tools and synthesize your findings into McKinsey formatted products. These products may be in the form of complex models and summary reports which evolve into standalone presentations that outline key findings and recommendations to internal and external audiences.You’ll have the opportunity to gain new skills and build on the strengths you bring to the firm. You will receive exceptional training as well as frequent coaching and mentoring from colleagues on your teams.
822	            Graduate Intern Battery Mechano-Electrochemical Modeler	        National Renewable Energy Laboratory	Golden, CO 80401	jl_745806e357b381e2	30+ days ago	745806e357b381e2	https://www.indeed.com/viewjob?jk=745806e357b381e2	Posting TitleGraduate Intern Battery Mechano-Electrochemical Modeler.LocationCO - Golden.Position TypeIntern (Fixed Term).Hours Per Week40.Job DescriptionNREL's Transportation and Hydrogen Systems Center has a graduate intern position available. The selected candidate will be responsible for developing models of mechanical-electrochemical interactions in Li-ion battery electrodes. The selected candidate will develop from scratch as well as enhance existing algorithms and compare different modeling approaches with other researchers. This position will support R&D conducted in-house and by NREL researchers and with university and national laboratory partners.Job duties include, but not limited to:Enhance and apply models of Li-ion battery charge/discharge processes to account for electrochemical-mechanical deformation of the electrodesReview literature and summarize approaches for coupling particle/electrode stress with damage accumulation and performance fadePropose methods to couple the physics-based models with systems-level lifetime prediction modelsCompare modeling results to those of other researchers. Propose routes to couple the models within high-performance computing models of 3D electrode microstructureDocument work in detailed technical memos, laboratory notebooks and milestone reports.Basic QualificationsMust be enrolled as a full-time student in a degree granting program, or graduated in the past 12 months from an accredited institution. Internship period cannot exceed 12 months past graduation. Minimum of a 3.0 cumulative grade point average. Please Note: You will need to upload unofficial transcripts and a letter of recommendation as part of the application process..Additional QualificationsCurrently enrolled in a MS or PhD program in chemistry, electrochemistry, mechanical engineering, chemical engineering or related discipline with 3.0 GPA or higher.Experience in modeling and simulation of electrochemical energy storage devices including thermal, chemical, and mechanical physics.Experience modeling Li-ion battery degradation mechanisms including electrode pulverization and surface film growth with record of publications in the field.Demonstrated research capability to solve challenging problems for next generation energy storage materials and systems.Familiarity with experimental methods to characterize battery electrodes and to isolate degradation mechanisms.Previous research or practical experience proposing, formulating and solving physics-based models of multi-scale reaction-transport systems such as lithium-ion batteries.Extensive programming experience in MATLAB and Python.Excellent interpersonal, communication, writing and documentation skills.Demonstrated team work, creativity, innovation, and adaptability.Preferred Qualifications.Submission GuidelinesPlease note that in order to be considered an applicant for any position at NREL you must submit an application form for each position for which you believe you are qualified. Applications are not kept on file for future positions. Please include a cover letter and resume with each position application..EEO PolicyNREL is dedicated to the principles of equal employment opportunity. NREL promotes a work environment that does not discriminate against workers or job applicants and prohibits unlawful discrimination on the basis of race, color, religion, sex, national origin, disability, age, marital status, ancestry, actual or perceived sexual orientation, or veteran status, including special disabled veterans.NREL validates right to work using E-Verify. NREL will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization.
828	            Piping Designer	        o'brien & gere engineers	Winston-Salem, NC	jl_b44735135b6e2af9	30+ days ago	b44735135b6e2af9	https://www.indeed.com/viewjob?jk=b44735135b6e2af9	OBG (www.OBG.com), also known as O’Brien & Gere, is committed to creating a better future by making a difference each day. Advanced Manufacturing. Energy. Environment. Water. For more than 70 years, OBG has specialized in engineering and problem solving, but the Company’s greatest strength is creating comprehensive, integrated solutions for our clients. OBG – There’s a way.Piping DesignerWe are currently looking for a Piping Designer in our Winston-Salem NC office who has experience with HVAC design and Chemical, Power and/or Industrial piping projects. The incumbent must have experience in HVAC design equipment arrangements, piping, and supports. Field pipe routing layout ability is also required. Reports to the Manager of the Mechanical Group. Additional responsibilities include, but are not limited to the following:HVAC Design and Duct layoutDevelop equipment arrangement plans and details for new and retrofit plant processesDesign process and utility piping systems and supportsUse ASME B31.1 and 31.3 piping in performing design3D modeling and Orthographic and Isometric drawing skills are requiredDesigning piping systems and creating drawings using 2D AutoCAD MEP and Microstation and 3D CADWorx softwareInventor and solid works skills are a plusWork with the lead engineer to design HVAC, equipment layouts and piping systemsSkills & Qualifications:5 plus years experienceExperience in HVAC, Chemical, Power, or Industrial mechanical equipment and pipingMeeting project budgets and schedulesResponsible for assuring a cohesive design in accordance with P&ID’s, piping specifications, OBG standards and other project documentationWe consider applicants for all positions without regard to race, color, religion, creed, gender, national origin, race, disability, marital or veteran status, sexual orientation, or any other legally protected status. Equal access to programs, services and employment is available to all persons. Should an applicant require reasonable accommodation with the application or the interview process, please notify the Human Resources Department.O’Brien & Gere is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, or disability status.
837	            Research & Development Process Modeling Engineer(FEA/CFD)	        ATI	Monroe, NC 28110	jl_98c06ab3f97a6709	30+ days ago	98c06ab3f97a6709	https://www.indeed.com/viewjob?jk=98c06ab3f97a6709	Creating Long-Term Value Thru Relentless Innovation®ATI is a global manufacturer of technically advanced specialty materials and complex components. Our products support diverse markets and industries such as aerospace and defense, oil & gas, electrical energy, medical, automotive, and other industrial markets.Summary:We are looking for the right individual to add to our Research & Development modeling and characterization team at ATI Specialty Materials. As a part of R&D team, you will be part of the team responsible for modeling and characterization of new alloys and processes, beginning with the earliest stages of concept generation, and carrying through analyzing and evaluating new materials and processes at pilot scale. Are you mechanically inclined? Willing to propose solutions that are outside of the box? Not afraid of asking questions? This might be the right job for you.Essential Functions:Utilizing finite-element analysis (FEA) software to simulate melting, solidification, or fluid flow.Utilize process simulation to support manufacturing process innovations.Conduct/assist testing and characterization in order to generate data necessary for model development, validation, or verification.Communicate results to management, colleagues, and customers in the form of written reports and oral presentations.Enthusiastically tackle challenges and achieve results while dealing with ambiguity and change that accompanies working in a research environment. #ZRATI and its subsidiary companies will provide equal employment opportunities to all applicants without regard to applicant's race, color, religion, sex, gender, genetic information, national origin, age, veteran status, disability status, or any other status protected be federal or state law. The company will provide reasonable accommodations to allow an applicant to participate in the hiring process if so requested.Requirements:BS, MS or Ph.D. in mechanical engineering, civil engineering, physics, applied mechanics or similar degree.Experience in commercial computation software such as ABAQUS, Ansys, HyperWorks, Fluent, or Comsol. Experience writing user subroutines in any of these platforms is preferred.Experience programming in C/C++, FORTRAN, Python or similar languages.Excellent communication skills. Interact comfortably and professionally with peers, customers, management, and shop floor personnel Preferred Qualifications:Statistical analysis using statistical analysis software such as JMP, Minitab, R, etc is preferred.A high-level understanding of materials science concepts, such as annealing responses of metals.Basic knowledge of alloy processing technologies such as melt, gas atomization, or open die forging.
840	            Analyst	        Bank of America	New York, NY 10036	jl_2cc32c215849e6d7	30+ days ago	2cc32c215849e6d7	https://www.indeed.com/viewjob?jk=2cc32c215849e6d7	Job Description:The Wealth Management Strategic Initiatives team provides objective, actionable, and trusted strategic recommendations to the Wealth Management leadership team. The team is responsible for the development of business strategies that drive responsible growth and deliver value for shareholders. Its members work directly with Wealth Management executives and business leaders, and often in collaboration with other Lines of Business, to ensure strategic integration across Bank of America.Job ResponsibilitiesConduct primary and secondary research and competitive analyses (e.g., product, financial performance, market positioning, etc.)Perform data analyses to drive insights and inform strategic recommendations (e.g., financial modeling, cost / profitability analysis)Synthesize research / analyses, and develop concise and effective presentationsQualifications2-4 years overall professional experience; 2+ years of relevant experience in a corporate development or strategy group of a leading financial services firm, top management consulting firm or investment bankKnowledge of financial services, wealth management and / or investment banking & capital marketsEntrepreneurial initiative, determination and energy to contribute, coupled with a commitment to the highest quality standards and attention to detailAdvanced Excel, Powerpoint and data manipulation skillsExcellent communication, interpersonal and leadership skillsTeam player, ability to collaborate across multifunctional teamsSelf-starter, high energy and detail-orientedAbility to work with, and adjust to, changing deadlinesStrong academic performance recordShift:1st shift (United States of America)Hours Per Week:40
849	            High Energy Density - Postdoctoral Researcher	        Lawrence Livermore National Laboratory	Livermore, CA 94550	jl_dd235b9f4787b595	30+ days ago	dd235b9f4787b595	https://www.indeed.com/viewjob?jk=dd235b9f4787b595	Join us and make YOUR mark on the World!Come join Lawrence Livermore National Laboratory (LLNL) where we apply science and technology to make the world a safer place; now one of 2019 Best Places to Work by Glassdoor!We have an opening for a Postdoctoral Researcher to perform theory, computation and experimental design in support of the Inertial Confinement Fusion (ICF) Program. You will become part of the Theory and Modeling group working on the grand-challenge of achieving thermonuclear ignition on the National Ignition Facility (NIF). This research requires working closely with individuals from other disciplines, such as diagnostic experimentalists, as well as target designers and other theorists. This position is in the Physics Division.Essential DutiesPerform multi-dimensional magnetohydrodynamic simulations to understand the effect of magnetic fields on indirect-drive inertial fusion performance.Develop novel non-local heat transport models for use in large-scale parallel radiation-hydrodynamics codes.Work with Vlasov-Fokker-Planck simulation codes to benchmark heat and magnetic field transport algorithms.Work with experimental physicists to design and interpret magnetized hohlraum experiments and related feasibility experiments.Work as part of an interdisciplinary team on ICF project activities.Present research results in scientific meetings, peer reviews, and publications.QualificationsRecent PhD in computational plasma physics.Experience in algorithm design and implementation.Knowledge of transport model algorithms, plasma physics and hydrodynamics.Experience in three-dimensional magnetohydrodynamics computational modeling.Experience developing heat transport models for plasmas.Experience developing ray-based laser propagation models in plasmas.Ability to deliver a high quality, polished product in a timely manner.Proficient written and verbal communication skills as demonstrated by a record of publications, invited papers, or teaching experience.Ability to interact effectively in an interdisciplinary team of scientists as well as independently.Pre-Employment Drug Test: External applicant(s) selected for this position will be required to pass a post-offer, pre-employment drug test. This includes testing for use of marijuana as Federal Law applies to us as a Federal Contractor.Security Clearance: None required.Note: This is a two-year Postdoctoral appointment with the possibility of extension to a maximum of three years. Eligible candidates are recent PhDs within five years of the month of the degree award at time of hire date.About UsLawrence Livermore National Laboratory (LLNL), located in the San Francisco Bay Area (East Bay), is a premier applied science laboratory that is part of the National Nuclear Security Administration (NNSA) within the Department of Energy (DOE). LLNL's mission is strengthening national security by developing and applying cutting-edge science, technology, and engineering that respond with vision, quality, integrity, and technical excellence to scientific issues of national importance. The Laboratory has a current annual budget of about $2.1 billion, employing approximately 6,800 employees.LLNL is an affirmative action/ equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, marital status, national origin, ancestry, sex, sexual orientation, gender identity, disability, medical condition, protected veteran status, age, citizenship, or any other characteristic protected by law.
852	            Traction Power Engineer	        Acumen Building Enterprise	Oakland, CA 94621 (Fitchburg area)	jl_f1cf76c17e58069e	30+ days ago	f1cf76c17e58069e	https://www.indeed.com/viewjob?jk=f1cf76c17e58069e	Traction Power EngineerA California-based professional consulting firm is seeking a talented mid-level railway Traction Power Engineer for anassignment based in Lebanon, NH on a part-time or full-time basis. As part of one of the country’s premier rail transitsystems teams, this conscientious, self-starting professional will analyze proposed preliminary and final designs aswell as existing traction power supply and distribution systems for a variety of clients and rail traction powertechnologies including state-of-the-art energy storage devices. Our client base includes commuter and intercity rail,rail mass transit (e.g. subway, elevated and other fixed urban guideway systems), light rail, and bus owners andoperators.The Traction Power Engineer will work from drawings and specifications, technical reports, electrical schematics andperformance specifications with client and internal direction in accordance with our customers’ needs. Workassignments also may entail the performance and/or planning and oversight of field instrumentation (e.g. datacollection) in support of the diagnostic or validation phase of a project. The pay is competitive.The successful candidate will perform the following tasks: Develop, revise, test and analyze computer-based traction power load flow and fault studies usingsimulation models based on specialized software and traditional techniques Ensure that recommended system designs or improvements are effective and adhere to necessary federal,state, and local standards and laws, and comply with client specifications Perform on-site instrumentation (e.g. data collection) when needed in coordination with client staff Help generate technical content for customer proposals Guide and coordinate CADD technicians to produce CADD drawings on subject matter Follow QA/QC policies and procedures and identify possible quality and safety issues within the scope ofthe projectQualifications and skills: BS in Electrical Engineering and a minimum of 5 years of relevant experience Familiarity with specific design requirements related to AC and DC traction power systems in transportationor a related field such as industrial or electric utility power distribution systems Understanding of, or willingness to quickly learn, American National Standards Institute, IEEE and otherapplicable standards Familiarity with general industrial, utility or traction power system analysis (i.e. load flow and fault studies) orwillingness to learn Strong math skills and deep understanding of physics and engineering principles is essential Competent verbal and written English language skills Ability to travel occasionally to client facilities and meetings Familiarity with railway or rail rapid transit systems and concepts preferred, or will train Experience in power system modeling, simulation and analysis is a plus Familiarity with MS Office suite
